-4.321185902558631088e-03,5.168508766404942591e-04
-2.183161856688165675e-02,-1.652871538384937528e-02
-1.500923237578185611e-02,-1.699902834608908037e-02
-6.757304921837311573e-01,-7.175970640138853995e-02
5.569682280233852201e-02,-3.156469061378080337e-02
7.602238213961988456e-02,-7.663667173819521151e-03
-6.666726800729206870e-01,-1.183843115471505253e-01
1.161095371178524904e-02,-2.703122304817073135e-02
1.965485137456237166e-02,-3.504512889203756365e-02
-5.967196895154158048e-02,4.818898164058157962e-03
-3.261845238739529557e-02,-2.090304699936026966e-02
-8.791991301284658444e-01,-1.605131772995846418e-01
4.228722765785716819e-02,-2.107473265827096778e-02
-6.595528472984801827e-02,7.189624944291934071e-03
2.303025067868048198e-02,-6.769362746928535637e-03
5.366691078446859942e-02,-5.985132964337545186e-02
-8.314318589578946483e-02,-7.943583763813931442e-02
-1.365027864236541440e-02,5.446161941640583620e-02
2.750509527474409577e-02,-6.902776441610591895e-02
5.120452367218759904e-02,-6.658463982438195261e-02
-2.355969196938722567e-03,-6.541891869217902888e-02
4.163083348434604147e-02,-5.505234947979077004e-02
6.329062499860817204e-02,4.672269467983489188e-02
-2.712608142751332316e-02,5.750338366751235608e-02
-7.199488971604396659e-02,4.431454911966203197e-02
6.793177661903605780e-02,2.631587567681667461e-02
-1.841917159894172415e-02,7.474822783385751124e-02
-5.496421879034206134e-03,-6.942166598767467167e-02
8.596363000278047783e-01,-1.849830807489644124e-01
-6.545538055689734125e-02,-8.213091388206605805e-04
-1.484900704170673269e-02,-2.567982733691328429e-02
6.060004060803277776e-02,5.731248423876932063e-02
5.141137856579721666e-01,6.615564910258772136e-01
-5.377792761049920989e-02,-3.030286527283012829e-02
-3.882071962764171991e-02,-2.032761724967714623e-02
-1.524242076769108389e-01,-9.940070599721374800e-02
2.520704718000014166e-01,2.538140751544952778e-01
2.004499125245806299e-02,1.958870175873577910e-02
-2.357233770334008771e-01,-1.141711048947534057e-01
-3.689037827182898438e-02,-2.667327229599112531e-02
-1.650692260140594267e-02,-8.918972278613853180e-03
1.760925884490356988e-02,-6.427733579887019710e-02
3.439355847548398928e-03,6.231719342530431249e-02
-6.484282452570615252e-02,4.949602283855592672e-02
2.069295548720846006e-02,-2.044727149620063564e-02
7.423588299211181935e-03,-3.364286985773312644e-02
-6.630574934534815001e-02,1.964694730637529113e-03
