4.022820781202760335e-03,4.559752218747791831e-03,4.022820782009618387e-03,4.559752219554649884e-03,1.023069116388662311e-03,1.090598079249873072e-03,8.768108733863468627e-04,9.084126556335615906e-04,2.122936835174819240e-03,2.560737494639628298e-03,3.956252932032950092e-09,3.989224729569623078e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.068576550849802432e-13,8.068576550849802432e-13
2.764764147882693979e-01,3.380523947128092899e-01,2.764764147890973467e-01,3.380523947136372387e-01,4.239123606188427602e-04,4.135633000405668658e-04,4.879562860088753305e-04,5.782208317972065831e-04,2.755645429304676153e-01,3.370606073048640905e-01,3.211174041400640108e-09,3.276107462036316452e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.279243826454996114e-13,8.279243826454996114e-13
8.353612746166172442e-01,8.497028909426150856e-01,8.353612746174756687e-01,8.497028909434735100e-01,3.720783138270008827e-05,4.399954876756917042e-05,4.644391419907319195e-04,4.758822481812288317e-04,8.348596262735711315e-01,8.491830076530607618e-01,1.369672711840283263e-09,1.492605485812912911e-09,0.000000000000000000e+00,0.000000000000000000e+00,8.584569590249722645e-13,8.584569590249722645e-13
8.539340858951809388e-01,8.018018107322774091e-01,8.539340858960378089e-01,8.018018107331342792e-01,1.416886916017222035e-05,1.378234795223922375e-05,5.107485836264030613e-04,4.965050847327746745e-04,8.534091676598598575e-01,8.012915224869462394e-01,7.825344576443001480e-10,8.126462023917775515e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.568740842642717959e-13,8.568740842642717959e-13
8.425785688060809520e-01,8.099161349680491506e-01,8.425785688069391544e-01,8.099161349689073530e-01,2.486065489837085678e-06,2.439274550596464394e-06,4.872623999244340889e-04,4.910682927947383194e-04,8.420888200032550230e-01,8.094226270482653973e-01,3.374116472347871538e-10,3.524383606455883182e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.582110198128481433e-13,8.582110198128481433e-13
7.395131175067896079e-01,8.051790282212526462e-01,7.395131175076482544e-01,8.051790282221112927e-01,1.427685402240789330e-06,1.541291996820481158e-06,4.262811180727617256e-04,4.833740855897671637e-04,7.390854084525488865e-01,8.046941125674692552e-01,2.507656861996040145e-10,2.761968755571051852e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.586055904475933794e-13,8.586055904475933794e-13
8.323378076922683944e-01,7.978736977245810547e-01,8.323378076931269298e-01,7.978736977254395901e-01,1.046857318290082371e-06,1.184204996149108868e-06,4.847691635206501115e-04,4.837086298267853548e-04,8.318519914410363869e-01,7.973888046326164103e-01,2.303930764495638068e-10,2.571417852600701791e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.585883738414982625e-13,8.585883738414982625e-13
7.992887310780624199e-01,7.936453268231298264e-01,7.992887310789212885e-01,7.936453268239886949e-01,9.775777098225082700e-07,9.121971595492288619e-07,4.808889109499418974e-04,4.831049279217714725e-04,7.988068643534325108e-01,7.931613094692433474e-01,2.359700941756582426e-10,2.288052320311414598e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.588465695057975703e-13,8.588465695057975703e-13
7.813569885720792474e-01,7.913685337674287723e-01,7.813569885729383380e-01,7.913685337682878629e-01,7.705713941899096291e-07,7.218696353969210064e-07,4.930088092294090344e-04,4.820300974552859654e-04,7.808632089771961882e-01,7.908857815769368971e-01,2.142594647400403850e-10,2.234011379013358319e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.591120629490006852e-13,8.591120629490006852e-13
7.853830783288602291e-01,7.921612614266493324e-01,7.853830783297196527e-01,7.921612614275087561e-01,5.950792462705850159e-07,5.972414746024030225e-07,4.656962674763598896e-04,4.839378538679541377e-04,7.849167867977013824e-01,7.916767261212980245e-01,1.844362742413541835e-10,2.100088285273525875e-10,0.000000000000000000e+00,0.000000000000000000e+00,8.594279627748373617e-13,8.594279627748373617e-13
