3.555639482407815799e-01,3.366581631949102094e-01,3.555639482419886699e-01,3.366581631961172993e-01,9.892722690910478629e-04,9.888797908923312435e-04,9.897439439056064138e-04,9.892043026817440732e-04,3.535849300389726779e-01,3.346800771050375545e-01,1.988812208450450419e-09,1.996298563052159168e-09,0.000000000000000000e+00,0.000000000000000000e+00,1.207097042815561452e-12,1.207097042815561452e-12
3.581056562155793266e-01,3.237526479177986194e-01,3.581056562167886370e-01,3.237526479190079298e-01,8.713476884628981994e-04,8.727890353939805066e-04,8.869173601752248018e-04,8.852744016845562986e-04,3.563473892134069176e-01,3.219945825248969884e-01,1.953534259278766260e-09,1.955823108869640294e-09,0.000000000000000000e+00,0.000000000000000000e+00,1.209329294366628466e-12,1.209329294366628466e-12
3.906978782972463926e-01,3.519091456678549723e-01,3.906978782984624754e-01,3.519091456690710551e-01,6.522547786948756227e-04,6.498526704917408211e-04,7.217238001361326585e-04,7.063630443732790308e-04,3.893238979011004464e-01,3.505529281118609508e-01,1.817314985066569821e-09,1.841129045883603859e-09,0.000000000000000000e+00,0.000000000000000000e+00,1.216072592957639097e-12,1.216072592957639097e-12
4.213126319889264892e-01,3.894071162273293751e-01,4.213126319901527861e-01,3.894071162285556720e-01,4.632976301743252584e-04,4.513043341330552909e-04,6.095460880483260981e-04,5.849914830101640749e-04,4.202397864964121377e-01,3.883708186421057640e-01,1.774291722211891392e-09,1.768080411919919005e-09,0.000000000000000000e+00,0.000000000000000000e+00,1.226307898682727043e-12,1.226307898682727043e-12
4.235383906725815328e-01,4.067529014973250701e-01,4.235383906738178772e-01,4.067529014985614144e-01,2.329161670238524351e-04,2.263430703726571893e-04,4.325169854545586438e-04,4.252631354397140746e-04,4.228729557733186817e-01,4.061012935699620519e-01,1.746784451052043884e-09,1.721550618198623951e-09,0.000000000000000000e+00,0.000000000000000000e+00,1.236352678296682496e-12,1.236352678296682496e-12
4.004940786672954722e-01,3.947861688763056875e-01,4.004940786685426413e-01,3.947861688775528566e-01,1.432917731256069447e-04,1.300194971218233237e-04,3.838878143661601924e-04,3.818468254953859991e-04,3.999668975602443388e-01,3.942743010426864592e-01,1.519559355189038888e-09,1.511002050427368122e-09,0.000000000000000000e+00,0.000000000000000000e+00,1.247192428004484620e-12,1.247192428004484620e-12
3.916775995232066321e-01,3.837045444984829579e-01,3.916775995244592412e-01,3.837045444997355670e-01,7.887405005354288466e-05,7.455935692249774445e-05,2.869940055787084990e-04,2.855540303614139959e-04,3.913117305220143449e-01,3.833444301726596781e-01,9.455600401805408152e-10,9.385393670680982647e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.252599625005232200e-12,1.252599625005232200e-12
3.751873433815902659e-01,3.602471359651692184e-01,3.751873433828440962e-01,3.602471359664230488e-01,2.936935772258284435e-05,2.858093087342874510e-05,2.820563377888187103e-04,2.763684908699899265e-04,3.748759171253018274e-01,3.599421859746743113e-01,5.607770570908867819e-10,5.687515003499133099e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.253854137890399077e-12,1.253854137890399077e-12
3.751229805717118393e-01,3.603097661171251742e-01,3.751229805729678346e-01,3.603097661183811695e-01,7.682048372325281848e-06,7.574523470442046035e-06,2.316104578970395805e-04,2.320824942846288705e-04,3.748836877400315015e-01,3.600701087718987115e-01,3.254109845905908434e-10,3.274714018024879615e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.255999051013753418e-12,1.255999051013753418e-12
3.860597874689597475e-01,3.758607611952119454e-01,3.860597874702179633e-01,3.758607611964701611e-01,9.607461950251673140e-06,9.786586713999721656e-06,2.609068073144999583e-04,2.681636810206469127e-04,3.857892728935253812e-01,3.755828106186751003e-01,3.061696052349061487e-10,3.088022327469634334e-10,0.000000000000000000e+00,0.000000000000000000e+00,1.258219037384836823e-12,1.258219037384836823e-12
